Client_ID,Industry,Contract_Length,Renewal_Status,Monthly_Marketing_Spend,Campaign_Count,Leads,Conversions,Conversion_Rate,Website_Visits,Social_Engagement,Campaign_Performance,Ad_Spend,ROAS,Client_Feedback_Score,Complaint_Count,Avg_Response_Time,Monthly_Revenue,Client_Lifetime_Value,Performance_Change_3M,Churn
CL10524,Travel,36,Renewed,36583.33,20,9797,287,2.93,11389,19813,74.63,18330.05,2.05,7.46,1,35.42,80059.64,1523265.67,2.78,1
CL10525,Healthcare,36,Renewed,10375.64,19,8070,1209,14.98,30786,11730,78.28,7799.29,2.89,8.24,4,21.31,32070.95,748711.77,14.56,0
CL10526,Travel,12,Renewed,40522.5,4,2016,57,2.83,38045,13760,50.08,25878.32,2.22,7.62,3,32.95,125084.53,1201101.69,-9.83,0
CL10527,Finance,24,Pending,94722.62,17,7096,1091,15.37,16494,16708,83.52,48302.4,3.65,6.2,8,29.62,246625.05,7066211.64,23.17,0
CL10528,Healthcare,24,Not Renewed,65964.77,7,2857,135,4.73,36003,837,57.37,36648.99,2.71,5.9,4,37.14,170135.33,3078194.16,-4.79,1
CL10529,Healthcare,12,Renewed,68790.52,13,6564,1156,17.61,46879,16719,87.63,57036.61,3.0,6.07,8,22.0,227787.38,6525005.51,16.77,0
CL10530,Healthcare,24,Pending,65066.8,12,278,33,11.87,25162,12570,72.4,38835.32,2.86,5.57,10,23.22,173379.51,1796691.17,18.17,1
CL10531,E-commerce,6,Renewed,23904.25,16,9188,1276,13.89,39636,17195,77.02,19435.89,3.23,6.18,8,31.25,58302.72,1684823.67,-0.36,0
CL10532,Retail,18,Renewed,44741.72,16,6462,272,4.21,27139,16217,65.63,25585.75,2.84,8.77,1,6.08,119958.82,1247851.97,14.31,0
CL10533,E-commerce,12,Renewed,76339.28,17,9843,1561,15.86,17705,14879,88.93,50940.29,3.76,6.93,8,21.5,271990.17,4937412.41,22.91,0
CL10534,E-commerce,12,Not Renewed,14630.43,11,8783,1362,15.51,33430,18372,84.13,6703.53,2.79,8.02,2,46.68,56241.6,1610524.64,35.0,0
CL10535,Finance,6,Renewed,31396.01,13,160,20,12.5,8277,17743,82.78,20682.12,3.38,8.58,3,2.76,100472.98,1318163.34,6.83,0
CL10536,Real Estate,24,Renewed,31250.32,14,9369,964,10.29,28815,7371,65.16,22024.5,2.5,7.69,0,15.85,109957.59,963807.92,13.15,0
CL10537,Retail,12,Renewed,46041.8,5,6781,928,13.69,48117,17232,83.12,25033.94,3.11,8.97,0,15.76,136047.2,3462188.31,13.75,0
CL10538,Travel,24,Renewed,98135.03,8,2995,78,2.6,27473,12278,53.64,66886.37,2.2,8.98,0,30.77,312316.92,6592835.29,-9.44,1
CL10539,Technology,6,Renewed,11412.74,3,685,80,11.68,18816,14590,74.81,8090.12,2.81,7.82,8,5.97,45105.42,870817.25,9.31,1
CL10540,Healthcare,12,Renewed,54276.59,16,5923,926,15.63,27804,13963,93.31,39337.2,3.35,5.17,10,30.54,152075.85,1331508.39,20.82,0
CL10541,Travel,18,Not Renewed,22039.64,9,634,51,8.04,36803,1923,79.75,16762.5,3.18,7.02,7,5.47,44724.5,1000535.72,4.09,0
CL10542,Healthcare,24,Renewed,97214.27,8,3562,149,4.18,31022,6952,60.51,55853.07,2.57,8.31,4,5.46,374600.46,4411187.78,-4.2,0
CL10543,Finance,12,Renewed,15763.83,16,4111,371,9.02,22840,13172,71.75,10673.86,1.92,6.4,4,35.22,55720.53,1587273.24,7.18,0
CL10544,Healthcare,24,Renewed,43342.1,15,3498,482,13.78,20330,11233,76.42,36521.42,2.87,5.69,8,16.23,119065.5,2748745.29,4.59,1
CL10545,E-commerce,24,Not Renewed,75099.07,9,2255,94,4.17,13903,15211,41.84,60774.5,2.64,7.36,2,46.94,297793.65,7014453.65,-11.89,0
CL10546,Retail,18,Pending,71932.67,13,6066,345,5.69,15016,6619,64.67,59780.81,2.61,7.92,2,2.76,189426.89,2484668.19,-2.6,0
CL10547,Technology,12,Renewed,45159.22,14,7429,356,4.79,19591,1877,53.06,27296.7,2.9,6.03,6,21.92,118884.63,3254655.11,-4.69,1
CL10548,Education,6,Pending,37919.8,12,7057,1048,14.85,8459,17706,68.54,28999.97,2.68,7.56,8,6.32,120267.52,2384918.94,5.18,0
CL10549,Healthcare,24,Renewed,42773.18,18,9296,323,3.47,32432,14872,57.52,29853.93,1.93,7.35,5,17.51,104820.78,2815051.34,-1.63,0
CL10550,Travel,6,Renewed,30106.25,18,5425,713,13.14,31054,13721,85.83,14544.15,2.96,7.1,1,47.92,98982.53,1381879.7,3.79,0
CL10551,E-commerce,24,Renewed,24506.63,5,8618,705,8.18,37201,11959,72.41,19105.18,2.61,7.2,0,42.78,54303.84,1336969.1,13.96,0
CL10552,Education,18,Renewed,50888.77,9,4803,683,14.22,3885,18261,91.13,36682.69,3.14,8.59,1,3.27,107225.86,2213192.35,11.36,0
CL10553,Technology,36,Renewed,30510.71,6,2806,490,17.46,34190,9596,95.0,16157.46,2.9,8.4,0,27.47,90178.54,817488.73,19.51,0
CL10554,Education,24,Not Renewed,32308.86,17,101,5,4.95,10867,7590,69.64,15569.49,2.74,6.21,9,31.45,96506.91,1632658.65,-1.92,0
CL10555,E-commerce,36,Not Renewed,67391.83,5,9325,688,7.38,47005,8993,54.92,52889.7,2.31,5.71,9,10.85,142882.66,1721168.84,-6.49,1
CL10556,Retail,12,Pending,97011.05,16,8416,1267,15.05,33832,3089,87.18,46716.71,3.59,7.11,8,7.82,373023.04,5931744.84,14.64,0
CL10557,Retail,24,Renewed,62345.53,13,1204,80,6.64,20142,8443,70.21,30333.69,2.34,6.11,9,43.51,188628.73,3099874.74,8.86,0
CL10558,Real Estate,12,Renewed,12313.05,6,1961,114,5.81,11289,17809,61.95,7645.95,2.66,5.91,7,46.53,26749.05,493477.81,-1.78,0
CL10559,Retail,12,Pending,12180.44,17,5369,821,15.29,35768,12014,88.09,6137.96,3.3,6.86,6,47.62,30207.6,640594.14,13.03,0
CL10560,Real Estate,24,Renewed,95385.21,15,7043,1254,17.8,21450,9098,94.95,77783.57,3.58,6.94,2,38.12,341894.82,7029873.2,6.59,0
CL10561,Education,24,Renewed,33242.63,11,8420,937,11.13,26063,2822,78.39,21212.57,2.81,7.17,7,32.18,98342.16,871096.26,16.45,0
CL10562,Finance,36,Renewed,13746.36,8,537,37,6.89,40149,4756,64.49,9315.36,2.71,8.22,1,17.25,31129.0,763132.5,3.78,0
CL10563,Travel,24,Pending,61909.24,14,4946,429,8.67,36904,17809,65.65,50842.5,2.78,8.08,1,9.06,131327.67,3793011.73,7.86,0
CL10564,Travel,12,Renewed,64246.63,6,3229,166,5.14,33491,4233,48.03,42538.03,1.69,6.31,10,4.71,177972.97,2789012.34,-13.36,1
CL10565,Education,12,Renewed,66607.96,4,9513,1361,14.31,39565,19353,80.75,39394.38,2.88,6.53,9,33.58,170278.59,2035583.8,13.88,1
CL10566,Healthcare,24,Pending,30403.19,16,8181,1185,14.48,48163,1342,87.2,23375.86,3.13,7.54,2,37.88,99407.55,1976225.51,10.31,0
CL10567,Healthcare,12,Renewed,6435.52,5,1001,161,16.08,850,8639,87.28,4035.97,3.17,6.84,6,39.84,24453.71,574859.88,9.64,1
CL10568,Retail,12,Renewed,96676.46,16,5498,160,2.91,18812,1931,64.55,55819.81,2.66,8.29,0,43.95,228599.28,5243131.98,-2.58,0
CL10569,Travel,12,Renewed,28834.84,15,6778,760,11.21,24627,18053,86.19,21317.36,3.27,5.91,7,42.36,106135.69,2278352.31,22.21,0
CL10570,Travel,12,Renewed,69222.5,20,5629,328,5.83,29353,7346,65.85,53345.78,3.34,6.35,6,47.99,264819.72,2970511.81,-1.6,1
CL10571,Real Estate,12,Pending,72129.84,14,6704,522,7.79,38000,18402,68.7,55300.97,2.52,7.7,3,12.47,273074.71,7211943.42,2.16,0
CL10572,Finance,12,Renewed,62950.7,11,4018,589,14.66,34285,3332,89.51,52945.93,3.32,7.56,4,36.88,246113.93,4273442.14,19.1,0
CL10573,E-commerce,6,Renewed,34726.2,6,1167,64,5.48,19110,3858,63.79,26553.97,3.07,5.9,9,28.56,127083.82,1635862.18,-0.64,1
CL10574,Healthcare,6,Not Renewed,30754.14,7,126,16,12.7,24090,6097,76.1,23310.82,2.26,8.49,0,13.28,96439.26,954541.82,15.88,0
CL10575,Travel,36,Not Renewed,61778.49,5,7037,890,12.65,29943,18839,82.99,48989.98,3.14,8.22,3,47.15,170442.24,2926121.79,6.61,1
CL10576,Real Estate,12,Not Renewed,87279.09,3,7364,1273,17.29,48497,11072,88.25,39282.06,2.57,8.43,0,43.2,248314.5,5362452.7,17.07,0
CL10577,Technology,12,Renewed,94939.7,17,7218,1048,14.52,7670,15468,86.37,56486.52,3.88,8.05,0,7.04,349494.75,7911970.35,18.75,0
CL10578,Real Estate,24,Renewed,15061.05,19,647,97,14.99,13803,1924,92.16,11221.1,3.43,7.26,9,2.23,37941.75,1107148.31,5.87,0
CL10579,Healthcare,12,Not Renewed,19708.72,6,8858,951,10.74,6707,10783,71.84,13596.8,2.93,8.35,0,33.35,43495.6,494512.69,6.92,0
CL10580,Healthcare,36,Pending,94749.94,5,8995,485,5.39,12816,4160,60.89,49367.45,1.9,6.14,6,29.39,201436.25,5980042.11,7.86,1
CL10581,Real Estate,24,Renewed,74970.85,14,5438,495,9.1,35687,504,74.73,42845.33,2.68,6.29,6,44.98,268362.8,6012096.75,4.01,0
CL10582,E-commerce,6,Renewed,88884.41,20,3240,357,11.02,6740,18205,85.27,51972.23,2.92,7.32,3,12.0,306233.39,5510069.41,5.51,0
CL10583,Education,12,Renewed,24250.1,3,8096,1054,13.02,2393,11117,83.84,16420.5,3.68,7.14,1,4.97,70672.99,1946353.44,16.92,0
CL10584,Healthcare,24,Not Renewed,60820.66,14,1690,201,11.89,14253,3945,81.49,47600.64,3.27,7.95,2,13.18,150402.79,3501159.52,12.98,1
CL10585,Real Estate,36,Renewed,71608.26,12,7876,678,8.61,38590,11484,52.46,58933.36,1.79,6.93,7,1.89,238365.05,3735604.32,3.4,1
CL10586,Travel,12,Renewed,69610.63,5,5043,333,6.6,11732,16548,64.95,52210.55,2.81,6.59,7,2.69,137008.95,3760879.97,3.47,0
CL10587,Real Estate,18,Renewed,43774.41,16,9097,465,5.11,18009,9591,66.16,34458.35,2.14,5.49,10,44.0,135266.14,3065880.11,-6.74,1
CL10588,Finance,12,Pending,6462.51,5,7898,1047,13.26,3617,13212,84.11,4123.33,2.5,5.0,10,17.54,17424.24,407281.54,5.47,1
CL10589,Education,36,Not Renewed,60377.98,10,3891,487,12.52,37429,11885,73.11,36583.63,2.98,7.21,5,20.31,235774.97,6535818.34,12.56,1
CL10590,Technology,12,Renewed,29044.65,8,1457,192,13.18,48791,1068,65.9,17632.53,2.93,6.78,9,1.86,84742.05,1513929.99,3.49,1
CL10591,E-commerce,36,Pending,47774.15,20,8192,678,8.28,4542,468,78.34,33270.65,3.1,7.07,8,13.71,144940.37,3254185.29,8.87,1
CL10592,Retail,24,Not Renewed,95970.2,20,3325,218,6.56,37701,8524,59.83,47955.8,3.19,4.75,10,38.82,318706.02,7771059.39,-2.24,1
CL10593,Technology,18,Renewed,42908.36,7,2560,365,14.26,27246,2342,91.66,29254.82,3.37,7.47,8,29.93,123918.5,2228882.56,22.2,1
CL10594,Education,18,Renewed,84781.15,7,8837,1281,14.5,14516,3183,79.65,60707.81,3.03,8.19,3,36.43,199287.2,1960178.25,13.24,0
CL10595,Education,12,Renewed,22911.36,16,2828,270,9.55,25522,13422,67.28,14332.51,2.27,7.82,0,22.02,68382.95,1707636.8,-10.45,0
CL10596,Education,12,Pending,68883.75,16,6826,818,11.98,35926,1569,83.0,57260.78,3.34,9.21,0,15.56,268011.61,2426030.31,22.33,0
CL10597,Technology,12,Renewed,97815.66,10,7581,628,8.28,28438,4825,73.51,67814.16,2.26,6.7,9,23.69,267441.16,6363526.21,16.23,0
CL10598,Travel,12,Pending,14679.84,5,6530,874,13.38,44178,4359,84.1,7897.75,3.78,7.27,4,16.18,47881.91,1342573.06,27.85,0
CL10599,Education,24,Pending,5790.39,19,3214,497,15.46,36212,3722,93.81,3715.62,3.59,7.24,1,40.43,22665.29,354333.69,32.91,0
CL10600,Real Estate,12,Renewed,46190.37,19,716,94,13.13,40478,10392,79.52,33264.54,3.94,7.03,5,14.99,167342.04,1714479.32,21.54,0
CL10601,Technology,6,Not Renewed,13799.42,6,3744,391,10.44,9287,17307,62.51,7996.1,2.73,8.23,6,32.01,44556.05,584709.39,-4.03,1
CL10602,Retail,36,Renewed,76096.51,12,6513,626,9.61,2486,3531,70.5,36667.61,3.09,9.36,0,7.44,256145.17,5217726.91,6.26,0
CL10603,Education,24,Renewed,91882.12,6,1303,162,12.43,11442,4251,70.16,62789.88,2.66,6.76,5,33.28,352593.81,10133022.27,12.95,0
CL10604,Real Estate,36,Pending,46231.99,5,2665,347,13.02,17958,4313,82.33,38333.17,3.01,6.1,7,43.93,181357.3,3494795.08,-2.28,0
CL10605,Travel,36,Pending,29577.61,13,3274,365,11.15,12661,15335,83.54,19048.83,2.69,7.65,4,29.6,115229.64,1207632.02,11.23,0
CL10606,Finance,12,Renewed,46268.32,3,3181,388,12.2,21189,9089,77.76,37590.4,2.42,7.24,6,27.31,148843.26,3246454.55,-4.71,1
CL10607,Travel,12,Not Renewed,73727.54,14,2730,109,3.99,29663,879,59.87,57803.09,2.6,5.14,9,46.17,199351.66,4808878.08,-1.35,1
CL10608,Retail,24,Not Renewed,5860.15,11,3261,563,17.26,36275,15451,89.83,2982.61,3.18,7.1,5,30.49,15000.0,249783.61,27.51,0
CL10609,Education,24,Renewed,60998.13,10,4421,652,14.75,34237,11142,92.24,44727.97,2.87,7.51,3,13.2,164266.0,3921573.04,19.22,0
CL10610,Retail,12,Not Renewed,63262.71,11,8961,743,8.29,9272,19376,56.76,39487.71,2.15,7.2,6,14.74,242691.76,3675834.14,-10.32,0
CL10611,Technology,24,Renewed,65580.38,8,6369,715,11.23,36092,5634,67.43,36075.67,2.71,5.94,9,34.15,243047.35,6163676.75,3.97,1
CL10612,Healthcare,12,Renewed,27992.1,5,7199,233,3.24,1711,3406,67.64,20287.98,2.32,6.71,8,35.57,83441.07,1293635.93,5.15,1
CL10613,Education,12,Renewed,72835.01,20,7476,235,3.14,729,3002,51.07,54412.43,2.46,6.29,9,15.26,219559.78,2993556.21,-5.89,1
CL10614,Healthcare,18,Not Renewed,13682.19,11,4178,267,6.39,49042,13491,68.54,7141.54,2.35,6.45,9,17.23,33921.19,927472.87,-7.24,1
CL10615,Real Estate,18,Pending,23930.68,4,5901,778,13.18,14845,3818,84.51,19522.12,3.17,5.26,6,47.58,68403.72,1372617.45,15.6,0
CL10616,Finance,18,Renewed,88359.65,20,4251,668,15.71,36453,121,77.79,66310.29,2.53,7.95,4,5.79,299358.66,4272877.38,10.43,0
CL10617,E-commerce,6,Renewed,75178.7,3,9011,1006,11.16,32319,1600,61.81,61898.4,2.17,6.55,6,20.02,206812.25,5909021.32,5.35,0
CL10618,Retail,24,Renewed,6305.83,11,2700,290,10.74,48279,9134,84.55,3637.39,2.25,7.43,2,3.94,15000.0,347980.89,13.08,1
CL10619,Travel,12,Renewed,28595.74,3,6275,548,8.73,17385,15899,61.06,23612.47,2.5,8.21,1,39.59,86995.06,1118357.06,13.04,0
CL10620,Finance,12,Not Renewed,25368.62,3,766,38,4.96,27208,3741,51.83,15155.39,2.86,6.44,10,5.34,58920.12,1268086.59,-8.56,1
CL10621,Education,24,Pending,30726.6,18,383,17,4.44,548,291,58.75,14490.29,2.99,5.96,4,32.68,118724.53,3223120.99,-8.2,0
CL10622,Healthcare,36,Renewed,28518.18,17,5940,849,14.29,20450,13406,79.88,21536.58,3.09,7.62,3,3.65,77241.8,1800921.08,2.39,0
CL10623,Travel,24,Not Renewed,10940.0,17,3665,619,16.89,15673,13514,95.0,8001.55,2.61,7.11,4,32.62,41497.03,555425.35,16.89,0
CL10624,Healthcare,24,Renewed,48599.35,15,4693,451,9.61,34237,8687,66.0,33492.94,2.96,6.26,7,40.62,114011.86,2539575.79,-5.69,1
CL10625,Technology,24,Not Renewed,74609.68,8,1565,199,12.72,28536,4762,65.84,48194.68,2.74,7.37,3,19.74,168530.46,3643882.39,-0.66,1
CL10626,Healthcare,18,Pending,62639.51,12,8421,1404,16.67,47821,4426,95.0,28993.71,3.17,4.55,8,25.54,194884.6,5078412.16,34.49,1
CL10627,Technology,6,Pending,68922.81,2,4834,188,3.89,6320,9165,47.49,48234.86,2.68,6.68,6,19.87,242033.18,2884773.42,-23.93,1
CL10628,Real Estate,12,Renewed,12709.17,12,6357,918,14.44,14792,10571,80.04,7838.18,3.19,7.03,9,15.12,38691.66,905073.87,-0.58,0
CL10629,Travel,12,Not Renewed,95391.62,5,7466,900,12.05,3552,12741,82.68,64301.94,3.72,7.28,6,38.75,224274.46,1929243.72,10.5,0
CL10630,Travel,12,Renewed,84656.72,8,3772,444,11.77,44877,9296,77.72,52633.5,2.44,6.58,7,13.78,163811.63,3819408.48,-2.0,0
CL10631,E-commerce,24,Renewed,81483.58,16,7482,526,7.03,24281,12826,75.96,68154.7,2.42,7.86,5,34.98,261359.57,7613305.14,-0.18,0
CL10632,Education,12,Renewed,83183.46,19,6687,876,13.1,2802,15751,90.32,57533.3,2.8,6.1,7,10.69,178685.48,2115018.16,20.44,0
CL10633,Technology,6,Renewed,93607.5,13,1092,162,14.84,2783,8636,83.48,70177.03,2.96,7.6,2,12.74,244137.16,3625093.81,12.52,0
CL10634,E-commerce,12,Renewed,56704.13,18,6958,296,4.25,48653,19195,69.08,46754.75,3.29,6.89,9,16.81,188557.26,3926360.74,6.36,0
CL10635,Healthcare,24,Pending,24026.79,2,2221,239,10.76,43067,13044,73.77,16497.75,2.62,6.51,9,28.69,49915.88,1203606.19,10.87,0
CL10636,Healthcare,6,Not Renewed,63594.44,12,2323,95,4.09,16120,6373,55.24,28924.34,2.22,8.24,0,22.36,132335.85,2061285.77,3.91,0
CL10637,E-commerce,24,Renewed,75573.74,2,4622,741,16.03,30961,6384,87.81,35044.8,3.3,6.18,5,36.02,147023.28,3324739.98,19.0,0
CL10638,Travel,12,Pending,75102.15,16,3288,341,10.37,21250,8917,67.36,54894.82,2.99,7.91,0,11.04,298493.5,8293383.23,11.29,0
CL10639,Healthcare,12,Renewed,54537.66,11,3337,501,15.01,33390,18162,92.21,30630.21,2.47,6.6,8,1.5,144703.12,3470602.07,19.9,1
CL10640,Retail,18,Not Renewed,11503.58,8,4236,348,8.22,23683,8514,73.28,7842.59,3.19,7.05,1,37.5,43398.5,1026049.03,8.92,0
CL10641,Real Estate,24,Pending,40255.73,3,443,20,4.51,9972,17227,58.17,21372.2,2.26,5.68,10,39.62,98596.65,1617315.8,-1.76,0
CL10642,Real Estate,12,Renewed,92472.83,11,4804,151,3.14,4227,16946,43.27,51609.04,2.13,8.43,1,3.8,316372.69,8874711.05,-12.93,0
CL10643,Retail,24,Pending,60522.65,5,4923,338,6.87,47000,18052,72.01,39452.08,3.3,6.1,6,29.71,140594.36,1982535.79,6.55,0
CL10644,E-commerce,18,Renewed,56141.53,13,5020,316,6.29,26023,11639,68.33,47171.67,2.64,7.92,1,18.78,165984.61,2077491.24,16.9,0
CL10645,Retail,12,Renewed,30541.08,20,3301,369,11.18,31266,14093,79.79,21272.11,2.44,4.41,9,38.31,110125.64,1763433.78,15.94,0
CL10646,Technology,24,Not Renewed,40002.65,12,5571,158,2.84,38226,13551,55.04,32980.55,1.91,6.39,7,42.1,144826.27,3230123.57,-10.55,1
CL10647,Technology,24,Renewed,90057.88,9,988,104,10.53,1024,14792,70.72,75085.93,2.76,7.07,5,41.0,322085.48,8682431.13,22.75,0
CL10648,E-commerce,24,Renewed,68313.99,19,9633,826,8.57,9579,18220,70.66,36428.03,2.65,6.04,6,37.53,243413.22,2654599.64,0.95,0
CL10649,Retail,24,Renewed,79801.77,12,7227,827,11.44,8899,13434,83.18,45844.32,3.07,6.71,6,13.65,182563.4,4729058.03,12.68,0
CL10650,Technology,24,Not Renewed,48162.82,12,3820,511,13.38,27870,8003,79.03,36507.27,2.82,6.86,5,39.16,139775.89,3617695.61,3.18,1
CL10651,Travel,24,Renewed,64873.49,14,2983,368,12.34,17032,15729,78.83,51685.07,3.39,6.23,9,26.07,189262.34,3957896.8,15.42,0
CL10652,Retail,24,Renewed,28596.44,4,4312,766,17.76,17321,17840,89.91,18807.61,3.21,6.94,10,3.48,106792.77,2641439.57,30.96,0
CL10653,Travel,24,Pending,72018.78,13,7061,328,4.65,43662,1114,60.47,61020.82,1.93,6.05,8,22.48,182588.88,2191317.69,-15.1,0
CL10654,Technology,24,Not Renewed,45622.13,4,2515,230,9.15,4249,10960,64.95,20741.14,2.93,5.54,8,45.28,171986.24,2017552.01,-2.25,0
CL10655,Real Estate,18,Renewed,47041.82,11,9409,855,9.09,11853,17538,70.38,26806.17,3.43,6.29,6,42.73,131205.77,3540141.7,12.7,0
CL10656,Technology,24,Renewed,66685.62,18,3101,278,8.96,47277,1864,76.1,46630.9,2.95,6.31,8,5.81,218820.12,4148668.78,-0.7,0
CL10657,Travel,12,Renewed,93946.66,3,1838,235,12.79,28977,6109,71.69,59911.28,2.87,5.79,9,35.97,227734.55,3054061.22,9.28,1
CL10658,Finance,24,Renewed,11080.6,18,1464,148,10.11,25070,9704,75.42,5503.08,2.6,6.81,2,38.87,29760.12,689008.32,-3.12,0
CL10659,Education,24,Renewed,83350.61,17,2808,295,10.51,21337,16112,90.74,49769.89,3.13,8.25,2,13.76,278379.42,7689188.58,21.28,0
CL10660,Healthcare,6,Pending,32776.4,3,1024,94,9.18,11937,767,68.56,15083.01,2.9,7.71,0,23.17,94783.24,2076804.88,3.11,1
CL10661,Retail,24,Pending,47172.35,7,251,45,17.93,38604,3470,85.76,33355.49,3.5,7.2,4,34.42,180729.6,2826898.47,35.0,0
CL10662,Finance,12,Pending,7081.77,11,8877,1498,16.88,5051,6076,83.72,5715.68,3.22,8.4,3,21.63,24430.24,455165.44,19.06,0
CL10663,Technology,12,Renewed,33599.38,11,8144,592,7.27,3323,17878,58.17,27012.21,3.13,8.66,1,6.3,103695.53,2545717.81,-22.16,0
CL10664,Real Estate,24,Not Renewed,52749.97,9,1012,43,4.25,13416,8713,70.16,38497.87,2.79,6.28,8,34.18,197520.2,1873484.44,3.01,1
CL10665,E-commerce,12,Renewed,10336.73,2,2421,376,15.53,15667,5699,91.58,6577.34,2.84,6.51,2,43.85,33664.1,430147.06,25.2,0
CL10666,Technology,24,Not Renewed,51654.09,14,595,107,17.98,41945,3750,85.82,33823.75,2.72,7.23,7,31.67,166485.07,3026170.83,11.27,1
CL10667,Real Estate,24,Pending,93075.51,10,2248,158,7.03,48136,12449,67.57,46981.5,3.13,7.38,5,37.37,218129.13,4644689.27,-1.85,1
CL10668,Education,18,Renewed,15012.36,11,656,53,8.08,8891,9994,77.62,8803.35,3.28,7.39,4,17.84,40170.09,621095.59,5.57,0
CL10669,Technology,6,Pending,77621.87,16,1652,282,17.07,13158,3290,92.99,40758.56,2.69,8.35,0,9.61,253529.36,3692553.79,23.97,0
CL10670,Travel,12,Renewed,43918.75,6,2220,300,13.51,30185,15445,77.43,34189.87,2.85,6.91,3,31.21,165458.73,1474312.12,-1.34,0
CL10671,E-commerce,18,Pending,67241.5,17,3185,226,7.1,23880,8889,84.39,54862.44,3.01,8.93,2,16.41,172583.72,1504453.53,9.08,0
CL10672,Real Estate,36,Renewed,29722.48,14,3604,415,11.51,42931,491,65.34,19758.59,2.39,8.2,0,41.42,68917.87,973898.19,8.5,0
CL10673,Real Estate,24,Renewed,20151.76,19,256,44,17.19,29419,17559,95.0,14934.58,2.82,7.33,4,6.76,63116.08,1241564.88,17.1,0
CL10674,Real Estate,12,Not Renewed,20243.95,12,9026,1361,15.08,2811,2750,87.32,10093.35,2.87,7.77,5,21.37,39794.76,805452.82,11.25,0
CL10675,Education,24,Renewed,11696.73,10,7605,1065,14.0,40493,13700,92.53,8110.67,2.92,8.83,1,19.65,39463.49,744621.0,8.26,0
CL10676,Technology,18,Not Renewed,22636.44,17,7262,1011,13.92,44833,14417,77.35,16549.87,2.43,7.22,2,45.09,76044.18,1294072.33,13.81,0
CL10677,Education,24,Renewed,68100.84,3,5623,296,5.26,43538,18868,54.12,42978.93,2.69,6.21,10,8.2,177280.48,2402224.07,-4.21,0
CL10678,Retail,12,Pending,88760.61,3,7643,1168,15.28,14060,17293,76.69,48579.5,3.0,7.12,5,1.46,329430.6,5539466.95,15.96,0
CL10679,Healthcare,24,Pending,82341.94,13,8155,553,6.78,49233,15663,65.79,65951.76,2.5,8.22,3,12.19,243305.43,2689186.61,-0.35,0
CL10680,Healthcare,18,Renewed,70087.76,9,4754,804,16.91,39053,6995,92.58,52367.02,2.53,5.82,8,39.55,227287.41,2394632.66,21.83,1
CL10681,Retail,36,Renewed,15491.03,10,6350,518,8.16,26493,17643,76.37,12546.85,2.79,7.39,4,10.84,36289.3,529778.48,10.42,0
CL10682,Technology,12,Renewed,32472.81,13,7346,1160,15.79,30992,1631,77.04,25243.1,3.09,7.83,3,12.32,89974.2,2690019.26,-2.97,0
CL10683,Travel,24,Renewed,34431.65,10,254,17,6.69,21481,5581,66.32,29134.33,2.42,7.95,1,7.11,128175.75,1946083.8,19.75,0
CL10684,Education,36,Renewed,28745.91,11,8050,843,10.47,24643,10974,81.29,15145.33,2.6,7.67,5,34.63,65508.78,1873684.78,19.23,0
CL10685,E-commerce,12,Pending,53925.54,3,1096,46,4.2,12567,6263,64.13,26137.66,2.58,7.25,9,4.25,142437.89,2368708.95,0.02,1
CL10686,Real Estate,36,Not Renewed,55877.61,17,4726,602,12.74,24416,5364,79.72,32677.29,3.09,8.21,1,16.57,140485.31,2480720.48,8.51,0
CL10687,Real Estate,24,Not Renewed,38904.17,8,3005,465,15.47,42008,17715,83.48,19514.4,2.36,6.65,6,14.28,83361.2,2128660.21,23.53,0
CL10688,Technology,6,Pending,38609.97,3,9469,1291,13.63,46921,15990,79.48,25453.7,3.44,7.24,2,27.09,95490.97,960643.28,10.9,0
CL10689,Travel,12,Pending,83712.78,2,253,27,10.67,4315,18907,73.68,58867.79,2.4,5.69,8,35.33,197949.3,2377547.89,13.38,1
CL10690,Healthcare,24,Pending,79982.82,20,7953,254,3.19,32336,11867,69.09,54493.53,2.59,5.27,10,26.05,304724.59,8966364.38,-1.76,0
CL10691,Healthcare,6,Renewed,34240.6,5,6581,1117,16.97,37977,8171,80.7,18958.89,3.41,6.98,4,44.76,116236.21,2223619.79,3.99,0
CL10692,Real Estate,18,Not Renewed,91809.9,3,5699,766,13.44,37775,15640,74.15,74690.07,2.89,5.76,7,45.72,235693.98,2115309.4,5.11,0
CL10693,Technology,12,Pending,95517.43,15,1816,255,14.04,39843,3008,76.03,43791.78,3.27,5.77,10,17.99,326443.16,2951821.84,7.81,1
CL10694,Education,24,Renewed,36040.54,3,886,131,14.79,5273,4812,86.02,21235.28,3.66,6.31,5,37.55,68253.4,1908316.95,18.1,0
CL10695,Healthcare,6,Renewed,38670.37,16,4468,630,14.1,12946,12290,93.56,28523.15,2.77,6.48,9,35.72,115628.32,3146712.8,31.73,0
CL10696,Education,24,Renewed,53035.24,13,8196,765,9.33,31233,19999,62.93,40135.56,2.91,5.77,7,42.97,128074.56,2316200.29,7.45,1
CL10697,Travel,36,Renewed,94406.48,6,4372,606,13.86,10964,19887,82.37,58196.63,3.49,6.75,10,22.05,197704.94,2291575.4,22.7,0
CL10698,Healthcare,36,Not Renewed,88250.35,8,3867,471,12.18,49132,10250,85.45,40309.58,2.97,7.55,2,25.93,323886.19,8507279.31,8.45,0
